Name,Favorite,Rating,AniName,FavChar,CharName,Ranked,Popularity,Members
"Wakamoto, Norio",7201,7.82,Meitantei Conan Movie 07: Meikyuu no Crossroad,0,"Ootaki, Gorou",972,3053,52571
"Wakamoto, Norio",7201,6.69,Juubee Ninpuuchou: Ryuuhougyoku-hen,0,Kitsunebi,6257,3359,43940
"Wakamoto, Norio",7201,7.56,Konjiki no Gash Bell!!,23,Victoream,1716,1748,127436
"Wakamoto, Norio",7201,7.56,Konjiki no Gash Bell!!,0,Fein,1716,1748,127436
"Wakamoto, Norio",7201,7.17,D.N.Angel,0,"Vandembagu, Ehrlich von",3727,1292,185539
"Wakamoto, Norio",7201,7.8,Wolf's Rain,9,Owl,1017,727,329356
"Wakamoto, Norio",7201,7.8,Wolf's Rain,1,Lord Darcia the First,1017,727,329356
"Wakamoto, Norio",7201,7.18,Meitantei Conan OVA 03: Conan to Heiji to Kieta Shounen,0,"Ootaki, Gorou",3663,5331,15841
"Wakamoto, Norio",7201,7.41,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,0,"Irita, Yukihito",2355,6629,9272
"Wakamoto, Norio",7201,6.89,Pokemon Side Stories,0,Kinso,5196,3923,32691
"Wakamoto, Norio",7201,6.2,Blue Gender: The Warrior,0,Captain of the Baikonour team,8924,6042,11545
"Wakamoto, Norio",7201,5.88,Duel Masters,2,"Kamamoto, Jouji",10412,4542,23500
"Wakamoto, Norio",7201,7.22,Kiddy Grade,2,"D'Autriche, Chevalier",3399,3235,46726
"Wakamoto, Norio",7201,7.19,Heat Guy J,0,"Echigo, Serge",3574,4940,19436
"Wakamoto, Norio",7201,6.06,Gekka Bijin,0,"Souun, Chinen",0,9559,3526
"Wakamoto, Norio",7201,8.03,Azumanga Daiou The Animation,484,Chiyo's Father,600,649,363860
"Wakamoto, Norio",7201,6.98,Bakutou Sengen Daigunder,1,DragoBurst,4703,9443,3656
"Wakamoto, Norio",7201,6.89,Koukou Tekken-den Tough,2,"Kiba, Iron",5184,8802,4576
"Wakamoto, Norio",7201,7.0,Kinnikuman II Sei,0,Bone Killer,4640,5109,17780
"Wakamoto, Norio",7201,7.35,Cyborg 009: The Cyborg Soldier,2,Skull,2670,3792,34630
"Wakamoto, Norio",7201,7.49,Hellsing,2,"Hellsing, Richard",1991,276,727767
"Wakamoto, Norio",7201,4.51,Blue Remains,0,Irigaru,13168,12447,1368
"Wakamoto, Norio",7201,7.38,s.CRY.ed,0,Narrator,2490,2341,83457
"Wakamoto, Norio",7201,7.54,Metropolis,1,Pero,1821,1977,108296
"Wakamoto, Norio",7201,6.6,Parappa the Rapper,0,King Kong Mushi,6771,8650,4800
"Wakamoto, Norio",7201,7.22,Shin Getter Robo tai Neo Getter Robo,1,Bat,3436,7549,6715
"Wakamoto, Norio",7201,7.03,Jinzou Ningen Kikaider The Animation,0,"Bat, Golden",4492,6293,10423
"Wakamoto, Norio",7201,7.23,JoJo no Kimyou na Bouken: Adventure,264,"Horse, Hol",3366,2355,82053
"Wakamoto, Norio",7201,6.67,Mezzo Forte,0,Hirooka,0,3852,33540
"Wakamoto, Norio",7201,5.89,Luv Wave,0,"Diorg, Wezmar",0,9643,3420
"Wakamoto, Norio",7201,6.58,Karakuri no Kimi,0,"Manajiri, Yasaburou",6902,6715,8947
"Wakamoto, Norio",7201,6.39,Megami Kouhosei,0,"Rivolde, Dr. Kuro",7952,4605,22798
"Wakamoto, Norio",7201,7.47,Mugen no Ryvius,0,"Vicuss, Conrad",2064,3312,44819
"Wakamoto, Norio",7201,6.82,Monster Farm: Enbanseki no Himitsu,0,Narrator,5582,3287,45433
"Wakamoto, Norio",7201,6.1,Seihou Tenshi Angel Links,0,"McGuire, Lawrence",9463,6428,9955
"Wakamoto, Norio",7201,6.31,Himiko-den,0,Jakatsu,8405,7687,6447
"Wakamoto, Norio",7201,6.83,Eat-Man '98,0,Du Marc,5560,7639,6530
"Wakamoto, Norio",7201,6.97,Kaiketsu Jouki Tanteidan,0,Machine Baron,4783,8319,5314
"Wakamoto, Norio",7201,6.76,Kidou Senkan Nadesico: The Prince of Darkness,1,"Yoshio, Yamasaki",5900,5222,16758
"Wakamoto, Norio",7201,6.7,One Piece: Taose! Kaizoku Ganzack,1,Ganzack,6246,3485,41257
"Wakamoto, Norio",7201,5.76,Seishoujo Kantai Virgin Fleet,1,"Wakamoto, Commander",10863,10498,2601
"Wakamoto, Norio",7201,7.4,YAT Anshin! Uchuu Ryokou 2,0,Ganon,2433,12026,1575
"Wakamoto, Norio",7201,8.75,Cowboy Bebop,421,Vicious,47,43,1868252
"Wakamoto, Norio",7201,8.22,Trigun,1,"Nebraska, Gofsef",345,252,764664
"Wakamoto, Norio",7201,5.41,Makai Tenshou,0,"Mataemon, Araki",12009,7190,7579
"Wakamoto, Norio",7201,8.13,Ginga Eiyuu Densetsu Gaiden,1516,"von Reuenthal, Oskar",469,4486,24361
"Wakamoto, Norio",7201,6.67,Burn Up Excess,0,Restaurant Owner,6385,5947,12020
"Wakamoto, Norio",7201,6.67,Burn Up Excess,0,Chief,6385,5947,12020
"Wakamoto, Norio",7201,8.59,Kenpuu Denki Berserk,10,Gambino,89,314,661404
"Wakamoto, Norio",7201,7.35,Slayers Great,0,Lord Granion,2651,4832,20544
"Wakamoto, Norio",7201,7.38,Black Jack the Movie,0,"Doris, Nicholas",2508,5621,13854
"Wakamoto, Norio",7201,7.12,Tetsuwan Birdy,0,Bachilus,3987,3947,32268
"Wakamoto, Norio",7201,6.5,Dragon Ball GT,779,Cell,7355,342,632138
"Wakamoto, Norio",7201,8.18,Meitantei Conan,0,"Ootaki, Gorou",400,679,349276
"Wakamoto, Norio",7201,8.18,Meitantei Conan,0,"Miyahara, Satoshi",400,679,349276
"Wakamoto, Norio",7201,8.18,Meitantei Conan,0,"Kanie, Korehisa",400,679,349276
"Wakamoto, Norio",7201,8.18,Meitantei Conan,0,"Suwa, Michihiko",400,679,349276
"Wakamoto, Norio",7201,6.33,Chinmoku no Kantai,0,"Kaibara, Wataru",8312,10407,2675
"Wakamoto, Norio",7201,7.29,Slayers: The Motion Picture,0,Lagos,2976,4440,24928
"Wakamoto, Norio",7201,6.87,Ai Tenshi Densetsu Wedding Peach,0,"Tamano, Masahiro",5304,4522,23812
"Wakamoto, Norio",7201,7.44,Tenchi Muyou!,0,"Jurai, Kagato",2215,2376,80961
"Wakamoto, Norio",7201,6.65,Aozora Shoujo-tai,3,"Konishi, Mitsuru",6500,6662,9166
"Wakamoto, Norio",7201,7.21,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,31,Chuu,3451,5711,13300
"Wakamoto, Norio",7201,5.85,Genocyber,1,Wakayama,10522,3586,39129
"Wakamoto, Norio",7201,6.36,Shin Kujakuou,0,"Ko, Kaiho",8130,10309,2756
"Wakamoto, Norio",7201,6.21,Plastic Little,0,"Balboa, Joshua L.",8886,5250,16428
"Wakamoto, Norio",7201,5.99,Giant Robo Gaiden Ginrei,9,Taisou,9930,8448,5094
"Wakamoto, Norio",7201,7.62,Akazukin Chacha,0,Gekkou,1504,5266,16304
"Wakamoto, Norio",7201,5.39,Choujin Densetsu Urotsukidouji: Inferno Road,2,Suikakujyu,0,10100,2937
"Wakamoto, Norio",7201,8.08,Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,1516,"von Reuenthal, Oskar",531,3782,34962
"Wakamoto, Norio",7201,6.95,New Dominion Tank Police,0,"Müller, Vittorio",4876,5970,11918
"Wakamoto, Norio",7201,7.62,Juubee Ninpuuchou,2,"Utsutsu, Mujuro",1483,1609,142348
"Wakamoto, Norio",7201,6.76,Kishin Heidan,1,"Shinkai, Matoi",5902,10188,2844
"Wakamoto, Norio",7201,6.78,Ys: Tenkuu no Shinden - Adol Christine no Bouken,0,Darm,5777,8103,5660
"Wakamoto, Norio",7201,8.46,Yuu☆Yuu☆Hakusho,31,Chuu,151,291,690789
"Wakamoto, Norio",7201,8.46,Yuu☆Yuu☆Hakusho,0,Gouki,151,291,690789
"Wakamoto, Norio",7201,6.5,Apfelland Monogatari,0,Denmann,7347,10480,2614
"Wakamoto, Norio",7201,7.63,Tenchi Muyou! Ryououki,9,Kagato,1463,3014,53739
"Wakamoto, Norio",7201,7.24,Ushio to Tora,26,Hyou,3265,5494,14609
"Wakamoto, Norio",7201,7.83,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,9,Taisou,958,4257,27297
"Wakamoto, Norio",7201,6.68,Aa Harimanada,0,Hokudouzan,6314,11086,2157
"Wakamoto, Norio",7201,5.86,Joker: Marginal City,0,Narrator,10478,11223,2073
"Wakamoto, Norio",7201,7.74,Bishoujo Senshi Sailor Moon,7,"Amade, Yusuke",1170,609,384004
"Wakamoto, Norio",7201,7.54,Uchuu no Kishi Tekkaman Blade,0,"Aiba, Kengo",1802,5169,17194
"Wakamoto, Norio",7201,6.43,Dragon Ball Z: Atsumare! Gokuu World,779,Cell,7771,4634,22538
"Wakamoto, Norio",7201,5.9,Ninja Ryuukenden,2,"Sturgeon, Robert T.",10310,8368,5247
"Wakamoto, Norio",7201,6.55,Detonator Orgun,0,Lang,7080,7426,6992
"Wakamoto, Norio",7201,6.55,Detonator Orgun,0,Tomoru's Brother,7080,7426,6992
"Wakamoto, Norio",7201,5.87,Choujin Densetsu Urotsukidouji 2,0,Kohoki,0,9196,3965
"Wakamoto, Norio",7201,6.19,RG Veda,7,Taishaku-ten,9019,6677,9095
"Wakamoto, Norio",7201,6.69,Tobe! Kujira no Peek,0,Father,6278,11919,1631
"Wakamoto, Norio",7201,7.78,City Hunter '91,0,Togawa,1054,4452,24774
"Wakamoto, Norio",7201,4.94,Makyuu Senjou,0,"Rockford, David",12814,12659,1283
"Wakamoto, Norio",7201,6.23,Burn Up!,0,"McCoy, Samuel",8785,6407,10028
"Wakamoto, Norio",7201,6.55,Mouryou Senki Madara,0,Miroku,7129,10228,2813
"Wakamoto, Norio",7201,6.64,Kidou Senshi Gundam F91,0,Lt. Bardo,6586,3894,33057
"Wakamoto, Norio",7201,7.72,Ushiro no Shoumen Daare,1,"Nakane, Otokichi",1212,5677,13533
